#{"t_start": 1619618626.907761, "env_id": null}
r,l,t
-6242.28,60,27.186217
-6256.47,60,27.250232
-6303.28,60,27.314246
-6238.77,60,27.37826
-6476.73,60,27.442275
-6253.69,60,27.507289
-6167.5,60,27.571303
-6215.83,60,27.636319
-6201.76,60,27.700341
-6213.64,60,27.765348
-6224.6,60,27.831361
-6201.92,60,27.900377
-6189.52,60,27.965392
-6257.94,60,28.030406
-6236.86,60,28.095421
-6258.64,60,28.160436
-6259.69,60,28.22345
-6311.62,60,28.289465
-6246.31,60,28.352479
-6244.58,60,28.416504
-6263.48,60,28.479508
-6237.09,60,28.544523
-6335.82,60,28.608537
-6213.97,60,28.672551
-6281.17,60,28.735565
-6321.19,60,28.79958
-6326.32,60,28.863595
-6336.2,60,28.927609
-6402.25,60,28.996624
-6466.7,60,29.060639
-6329.69,60,29.124654
-6315.85,60,29.188668
-6305.81,60,29.252682
-6220.18,60,29.316696
-6141.11,60,29.380711
-6298.89,60,29.443725
-6327.52,60,29.507739
-6184.36,60,29.571754
-6421.13,60,29.636769
-6276.05,60,29.699785
-6240.73,60,29.762797
-6352.25,60,29.827812
-6358.94,60,29.891825
-6184.58,60,29.955841
-6242.6,60,30.019854
-6184.52,60,30.08887
-6194.67,60,30.151885
-6192.93,60,30.216899
-6201.06,60,30.280914
-6256.91,60,30.345929
-6157.28,60,30.410943
-6230.82,60,30.476958
-6151.4,60,30.540972
-6229.16,60,30.604987
-6258.92,60,30.669002
-6229.82,60,30.733016
-6209.22,60,30.79803
-6203.19,60,30.863045
-6256.13,60,30.927059
-6229.06,60,30.990074
-6284.7,60,31.054089
-6220.09,60,31.122104
-6161.96,60,31.187117
-6211.02,60,31.251132
-6158.04,60,31.316148
-6245.75,60,31.383162
-6282.98,60,31.447176
-6241.78,60,31.512191
-6376.44,60,31.576206
-6187.07,60,31.64022
-6277.97,60,31.708235
-6211.57,60,31.77325
-6228.99,60,31.837265
-6263.26,60,31.902278
-6189.22,60,31.966293
-6194.96,60,32.029307
-6305.31,60,32.093322
-6153.84,60,32.157337
-6323.13,60,32.226351
-6236.91,60,32.289366
-6116.99,60,32.354381
-6231.17,60,32.417396
-6188.39,60,32.48241
-6186.22,60,32.546425
-6157.85,60,32.610438
-6299.66,60,32.674453
-6103.51,60,32.739468
-6124.29,60,32.802482
-6300.35,60,32.865496
-6237.03,60,32.931511
-6173.65,60,32.993525
-6239.55,60,33.058539
