#{"t_start": 1619615257.0356133, "env_id": null}
r,l,t
-5014.71,60,35.283755
-4934.4,60,35.348755
-4944.82,60,35.460827
-4950.43,60,35.521841
-4948.23,60,35.580854
-4942.64,60,35.642871
-4937.55,60,35.771891
-4978.58,60,35.821918
-4912.6,60,35.874959
-4942.12,60,35.931972
-4960.13,60,36.025008
-4911.07,60,36.08103
-4864.56,60,36.133042
-4869.78,60,36.189054
-4926.29,60,36.316077
-4999.05,60,36.383299
-4993.72,60,36.450131
-4993.01,60,36.539148
-4925.08,60,36.602185
-4908.65,60,36.729223
-4858.5,60,36.792248
-4834.3,60,36.848246
-4881.13,60,36.905284
-4980.16,60,37.027303
-5102.02,60,37.084321
-4890.23,60,37.146336
-5187.64,60,37.20535
-4996.71,60,37.3204
-4925.65,60,37.383423
-4892.7,60,37.451422
-5006.23,60,37.515538
-4938.12,60,37.671502
-4967.98,60,37.727516
-4939.98,60,37.793523
-4992.83,60,37.846538
-4924.47,60,37.902574
-4850.81,60,37.997025
-5127.13,60,38.064055
-5105.43,60,38.120067
-5024.84,60,38.181081
-5081.26,60,38.30911
-4972.94,60,38.362108
-5054.67,60,38.41812
-4946.15,60,38.473243
-4893.74,60,38.573169
-4862.72,60,38.624181
-4889.26,60,38.700184
-4940.99,60,38.769199
-4950.65,60,38.828227
-4981.57,60,38.948254
-4978.97,60,39.002266
-4963.7,60,39.065283
-4943.19,60,39.138282
-4998.22,60,39.275328
-4950.98,60,39.341343
-5005.27,60,39.402356
-4883.32,60,39.471372
-5001.73,60,39.611408
-4905.54,60,39.678403
-5040.02,60,39.750419
-4854.31,60,39.814439
-4903.38,60,39.914472
-4892.18,60,39.971469
-4905.38,60,40.035483
-4847.08,60,40.105515
-4851.63,60,40.17153
-5083.22,60,40.307546
-5005.77,60,40.374576
-4907.04,60,40.441584
-4943.33,60,40.502598
-4867.86,60,40.618615
-5165.75,60,40.681645
-4992.74,60,40.74766
-4904.21,60,40.808673
-5109.54,60,40.925682
-4961.23,60,40.982712
-4906.26,60,41.037725
-4952.7,60,41.091737
-4903.31,60,41.190759
-4936.14,60,41.247773
-4870.16,60,41.302784
-4906.34,60,41.359797
-4872.46,60,41.417794
-5009.71,60,41.517975
-5038.31,60,41.575847
-4986.59,60,41.644862
-5035.14,60,41.709876
-5027.84,60,41.832889
-5178.88,60,41.899919
-5035.17,60,41.965926
-4879.96,60,42.032952
-5043.87,60,42.156961
-4933.67,60,42.208973
-5199.69,60,42.263001
-5092.54,60,42.320014
-5151.14,60,42.422037
-4945.31,60,42.48105
-5087.97,60,42.556054
-4948.08,60,42.622082
-4999.5,60,42.684194
-4877.67,60,42.805123
-4977.33,60,42.863136
-5183.21,60,42.920134
-4903.63,60,42.979162
-5209.96,60,43.07717
-5159.49,60,43.132196
-5078.6,60,43.188209
-5105.6,60,43.247208
-4982.15,60,43.352263
-4878.49,60,43.41126
-5034.16,60,43.473274
-4869.0,60,43.537275
-4896.27,60,43.609304
-5101.3,60,43.743319
-5361.33,60,43.804332
-5111.5,60,43.857345
-5145.04,60,43.912358
-5158.04,60,44.029399
-5067.35,60,44.088396
-5064.75,60,44.162429
-5145.55,60,44.240433
-5101.44,60,44.348456
-4865.0,60,44.398482
-4901.53,60,44.45358
-5069.26,60,44.515493
-5139.16,60,44.635535
-5183.08,60,44.692548
-5126.21,60,44.760564
-5078.22,60,44.826563
-5166.99,60,44.891593
-5124.89,60,45.006604
-5136.01,60,45.065721
-4876.87,60,45.121766
-4929.13,60,45.177643
-5007.07,60,45.294684
-5004.79,60,45.35068
-5124.88,60,45.401708
-4969.96,60,45.483726
-5066.8,60,45.626743
-5035.62,60,45.685851
-4894.0,60,45.753771
-5104.66,60,45.823803
-5047.87,60,45.955833
-4864.91,60,46.015847
-5075.33,60,46.085863
-4961.55,60,46.151877
-4923.41,60,46.222893
-5007.72,60,46.341052
-4918.8,60,46.398933
-5074.62,60,46.463947
-4899.13,60,46.530963
-5020.75,60,46.683997
-4911.36,60,46.752995
-4979.83,60,46.822028
-4956.89,60,46.894047
-4931.33,60,47.019072
-4890.62,60,47.076072
-4794.59,60,47.134083
-4847.33,60,47.198112
-4833.18,60,47.326129
-5026.61,60,47.379153
-4993.26,60,47.439152
-5037.22,60,47.504318
-5029.4,60,47.574181
-4840.93,60,47.694208
-4892.1,60,47.76124
-4961.94,60,47.819253
-4985.76,60,47.887254
-4999.09,60,48.006281
-4925.18,60,48.062309
-4981.49,60,48.127308
